Westchester,-73.6939,41.126515182,Smith Tavern
Bronx,-73.8868,40.8783116978,High Pumping Station
Columbia,-73.8221,42.0905351086,"Brodhead, Thomas, House"
Columbia,-73.8962,42.0938294248,Clarkson Chapel
Columbia,-73.8257,42.086777844,Clermont Academy
Columbia,-73.8182,42.0923323483,Old Parsonage
Columbia,-73.8252,42.0873019681,St. Luke's Church
Kings,-73.9854,40.7017706922,Public School 7
Kings,-73.9681,40.6966943746,Rockwood Chocolate Factory Historic District
New York,-73.9494,40.8099790866,Apollo Theater
New York,-73.9729,40.7596016188,Lever House
Queens,-73.7528,40.77324253,"Van Wyck, Cornelius, House"
Rockland,-73.9662,41.1935057119,Homestead
Suffolk,-72.3566,40.9091099156,Water Mill
Queens,-73.914,40.7090350607,Stockholm-DeKalb-Hart Historic District
Richmond,-74.1129,40.6235175514,Gardiner-Tyler House
Suffolk,-72.3585,41.0839919456,Union Chapel
Bronx,-73.7844,40.8472670795,Public School 17
Dutchess,-73.9206,41.6013032986,Bain Commercial Building
Dutchess,-73.9258,41.5943271227,Duchess Company Superintendent's House
Essex,-73.3928,44.363403779,Willsboro Congregational Church
Kings,-73.9717,40.6765391324,"Flatbush Avenue, Buildings at 375-379 and 185-187 Sterling Place"
Kings,-73.9961,40.6591271998,Weir Greenhouse
Nassau,-73.6608,40.5881552643,Granada Towers
New York,-74.0025,40.7053286024,AMBROSE (lightship)
New York,-73.9491,40.8208847283,College of the City of New York
New York,-73.9912,40.7599263626,Film Center Building
New York,-74.0019,40.7051828397,JOHN A. LYNCH (ferryboat)
New York,-74.0025,40.7057660909,LETTIE G. HOWARD (Schooner)
New York,-73.983,40.780300062,Level Club
New York,-73.9794,40.763940674,Mecca Temple
New York,-73.9472,40.792333702,St. Cecilia's Church and Convent
New York,-73.9647,40.7660880916,Church of St. Vincent Ferrer and Priory
New York,-73.9833,40.7705625013,Sofia Warehouse
New York,-73.9813,40.7559429632,Webster Hotel
Queens,-73.8922,40.773293893,Lent Homestead and Cemetery
Richmond,-74.1397,40.5457053603,Poillon-Sequine-Britton House
Rockland,-73.9751,41.2312379426,Commander
Schenectady,-73.9454,42.8152085484,"Barney, H.S., Building"
Schoharie,-74.6047,42.4812861232,Parker 13-Sided Barn
Suffolk,-72.5862,40.9841474665,Hallock Homestead
Sullivan,-74.5879,41.6662511608,Glen Wild Methodist Church
Sullivan,-75.0567,41.6077981995,Kirk House
Schenectady,-74.1885,42.7462497089,Jenkins House
Schenectady,-74.1899,42.8084638487,Abrahams Farmhouse
Schenectady,-74.1708,42.7383552197,Chadwick Farmhouse
Schenectady,-74.2157,42.8089136681,Duanesburg-Florida Baptist Church
Schenectady,-74.2467,42.8055443504,Eaton Corners Historic District
Schenectady,-74.2426,42.741367167,Gilbert Farmhouse
Ulster,-74.3738,41.7412614569,Hoornbeek Store Complex
Ulster,-73.9508,42.0749779641,Loerzel Beer Hall
Ulster,-73.9743,42.0879793643,Wynkoop House
Warren,-73.6431,43.3182250887,"Burnham, Thomas, House"
Warren,-73.6443,43.3176585699,"Cowles, W.T., House"
Warren,-73.6332,43.3105934772,Cunningham House
Schenectady,-74.136,42.8285611287,Mariaville Historic District
Schenectady,-74.1567,42.771211792,Reformed Presbyterian Church Parsonage
Warren,-73.6393,43.3093050755,Fredella Avenue Historic District
Warren,-73.643,43.3067484785,"Fredella, Joseph J., House and Garage"
Warren,-73.651,43.3139568148,Glens Falls High School
Warren,-73.6351,43.3102977145,Hoopes House
Warren,-73.6341,43.3105136948,Hyde House
Warren,-73.6941,43.4510709703,"Peabody, Royal C., Estate"
Warren,-73.6298,43.31007692,Peyser and Morrison Shirt Company Building
Warren,-73.6514,43.3115970416,"Potter, Ephraim B., House"
Warren,-73.6466,43.3128404711,Smith Flats
Warren,-73.6409,43.3117912962,"Stilwell, Thomas, House"
Warren,-73.6568,43.3180783449,"Wilmarth, Martin L. C., House"
Warren,-73.6377,43.3105904066,"Wing, Helen, House"
Westchester,-73.665,41.0017859293,Capitol Theater
Westchester,-73.8549,40.9521231327,Sherwood House
Columbia,-73.4287,42.3769309633,Lace House (Uriah Edwards House)
Columbia,-73.7885,42.3575321944,"Scott, R. and W., Ice Company Powerhouse and Ice House Site"
Dutchess,-73.5177,41.9208755912,"Clark, Ezra, House"
Suffolk,-72.6336,40.8046249538,Crowther House
Greene,-74.0226,42.4162545881,Greenville Presbyterian Church Complex
Rockland,-73.916,41.0374794862,Sparkill Creek Drawbridge
Rockland,-73.9875,41.171175818,Blauvelt House
New York,-73.9862,40.7394784588,United Charities Building Complex
Warren,-73.7768,43.4959384858,"MaGee, Merrill, House"
Schenectady,-73.9462,42.8135389434,Central Fire Station
New York,-73.9893,40.7420037288,"Sidewalk Clock at 200 5th Avenue, Manhattan"
New York,-73.9777,40.7461863211,"Sidewalk Clock at 519 3rd Avenue, Manhattan"
New York,-73.9802,40.7546797368,"Sidewalk Clock at 522 5th Avenue, Manhattan"
New York,-73.9728,40.7645112239,"Sidewalk Clock at 783 5th Avenue, Manhattan"
Queens,-73.7979,40.7040962673,"Sidewalk Clock at 161-11 Jamaica Avenue, New York"
Westchester,-73.8968,40.9361098494,Bell Place-Locust Avenue Historic District
Nassau,-73.6549,40.8045527436,"Denton, George W., House"
Columbia,-73.8469,42.171158858,Livingston Memorial Church and Burial Ground
Kings,-73.983,40.6768091892,Public Bath No. 7
Kings,-73.9693,40.6938566471,Lefferts-Laidlaw House
Westchester,-73.8921,40.9358182129,"Copcutt, John, Mansion"
New York,-73.9524,40.8046456304,Minton's Playhouse
Nassau,-73.6804,40.8156765601,Sands-Willets Homestead
Suffolk,-73.4167,40.7901088128,"Baylis, M., House"
Suffolk,-73.4084,40.9007089511,Beaux Arts Park Historic District
Suffolk,-73.418,40.8785650921,Bethel AME Church and Manse
Suffolk,-73.4239,40.9006455526,Bowes House
Suffolk,-73.4435,40.8378565461,"Buffet, Eliphas, House"
Suffolk,-73.4448,40.8380542954,"Buffett, Joseph, House"
Suffolk,-73.45,40.845870559,"Bumpstead, John, House"
Suffolk,-73.2959,40.851425271,"Burr, Carll S., Mansion"
Suffolk,-73.3014,40.8514157213,"Burr, Carll, Jr., House"
Suffolk,-73.4278,40.8739479773,Carll House
Suffolk,-73.3961,40.8278383092,"Carll, Ezra, Homestead"
Suffolk,-73.4247,40.8199457854,Chichester's Inn
Suffolk,-73.4258,40.8678018637,"Conklin, David, House"
Suffolk,-73.3781,40.9347803313,Delamater-Bevin Mansion
Suffolk,-73.3887,40.9340280624,"Donnell, Harry E., House"
Suffolk,-73.4489,40.8380185485,Dowden Tannery
Suffolk,-73.4211,40.7926019326,"Everit, John, House"
Suffolk,-73.3626,40.9276251849,"Felix, N. J., House"
Suffolk,-73.4347,40.8943974907,Gilsey Mansion
Suffolk,-73.4254,40.8985038201,"Green, John, House"
Suffolk,-73.4529,40.8370820616,Hewlett House
Suffolk,-73.4123,40.8741178718,"Park Avenue, House at 244"
Suffolk,-73.4194,40.9002236943,"Bay Avenue, House at 200"
Suffolk,-73.3915,40.8996578523,Jarvis-Fleet House
Suffolk,-73.3796,40.8510290209,"Smith, Henry, Farmstead"
Suffolk,-73.4372,40.8129093379,"Smith, Jacob, House"
Suffolk,-73.4177,40.7926448849,Sweet Hollow Presbyterian Church Parsonage
Suffolk,-73.4511,40.8744672805,Titus--Bunce House
Suffolk,-73.3629,40.9038494192,"Van Iderstine, Charles, Mansion"
Suffolk,-73.3625,40.8861883208,"Velzer, N., House and Caretaker's Cottage"
Suffolk,-73.4184,40.8796330447,"Weeks, Charles M., House"
Suffolk,-73.4119,40.817247189,"Whitman, Walt, House"
Suffolk,-73.4186,40.819861442,Whitman-Place House
Suffolk,-73.4095,40.8720381729,Wiggins-Rolph House
Suffolk,-73.4242,40.8529977231,"Wood, John, House"
Suffolk,-73.4256,40.889048588,"Wood, William Wooden, House"
Suffolk,-73.4179,40.8745270392,"Woodhull, Charles, House"
Suffolk,-73.4329,40.8734494103,West Neck Road Historic District
Suffolk,-73.4223,40.8745796219,Prime House
Suffolk,-73.4224,40.8748200306,Prime-Octagon House
Suffolk,-73.4168,40.8677613556,Rogers House
Suffolk,-73.3467,40.7884962482,"Rogers, John, House"
Suffolk,-73.4249,40.8872378846,"Smith, Daniel, House"
Suffolk,-73.4203,40.8984340168,"Kane, John P., Mansion"
Suffolk,-73.2971,40.8993836647,"Ketchum, B., House"
Suffolk,-73.4179,40.8794403784,"Losee, Isaac, House"
Suffolk,-73.4548,40.8721754515,Main Street Historic District (Cold Spring Harbor)
Suffolk,-73.4236,40.8998302282,"O'Donohue, C. A., House"
Suffolk,-73.4235,40.8718836291,Old Town Hall Historic District
Albany,-73.7548,42.7098257104,"Byrne, Senator William T., House"
Albany,-73.7698,42.6974568259,"Cramer, Frederick, House"
Albany,-73.7569,42.7848830633,"Dunsbach, Martin, House"
Albany,-73.7526,42.6834478148,"Fuller, Royal K., House"
Albany,-73.7257,42.7485447498,"Haswell, Isaac M., House"
Albany,-73.7237,42.6940521465,Menand Park Historic District
Albany,-73.7537,42.7068189863,Bacon-Stickney House
Albany,-73.7151,42.7061070427,Hedge Lawn (Jermain House)
Albany,-73.7501,42.716345814,Henry-Remsen House
Albany,-73.7632,42.6920923571,"Humphrey, Friend, House"
Albany,-73.7986,42.7257859637,"Kemp, John Wolf, House"
Albany,-73.7562,42.7245391978,"Lawton, George H., House"
Albany,-73.7226,42.7029748895,"Menand, Louis, House"
Albany,-73.7255,42.693015955,Menands Manor (Home for Aged Men)
Albany,-73.7783,42.7321387165,"Pruyn, Casparus F., House"
Albany,-73.759,42.7481058683,Reformed Dutch Church of Rensselaer in Watervliet
Albany,-73.7502,42.7241813922,"Renshaw, Alfred H., House"
Albany,-73.7371,42.7836739682,Simmons Stone House
Albany,-73.8278,42.7668769722,"Strong, Jedediah, House"
Albany,-73.726,42.7139277402,"Trimble, George, House"
Albany,-73.7346,42.7855078933,Van Denbergh-Simmons House
Columbia,-73.779,42.2444942849,Rossman-Prospect Avenue Historic District
Westchester,-73.8881,40.9406188535,Public Bath House #2
Westchester,-73.8892,40.9353279515,Public Bath House #3
Westchester,-73.8923,40.9309885352,Public Bath House #4
Suffolk,-73.4107,40.9032538195,"Kennan, A. P. W., House"
Queens,-73.7775,40.792334904,Fort Totten Officers' Club
Saratoga,-73.6836,42.7884201304,Ormsby--Laughlin Textile Companies Mill
Kings,-73.9725,40.6928296144,Feuchtwanger Stable
New York,-73.98,40.7263292587,Christodora House
Schoharie,-74.3318,42.7090148438,"Westinghouse, George Jr., Birthplace and Boyhood Home"
Suffolk,-73.3741,40.8936484848,LITTLE JENNIE (Chesapeake Bay bugeye)
New York,-73.9881,40.7275873759,"Hopper, Isaac T., House"
Suffolk,-72.6172,40.9036503321,"Benjamin, James, Homestead"
Greene,-74.432,42.31463514,"Pratt, Zadock, House"
Suffolk,-72.5573,40.9988518906,"Cox, Richard, House"
Westchester,-73.5703,41.3353718155,Union Hall
Greene,-74.3664,42.2399446732,Lexington House
Rockland,-74.0136,41.0514174723,"Salyer, Edward, House"
Ulster,-74.0759,41.8457553404,All Saints' Chapel
Suffolk,-72.9213,40.8282743469,Suffolk County Almshouse Barn
Suffolk,-72.8067,40.7817450522,Masury Estate Ballroom
New York,-73.9905,40.7205540382,University Settlement House
New York,-73.9709,40.749073975,Tudor City Historic District
Bronx,-73.8692,40.8666869159,United Workers' Cooperatives
New York,-73.9583,40.7625875628,City & Suburban Homes Company's York Avenue Estate
Nassau,-73.6541,40.8027612444,Eastman Cottage
Nassau,-73.6497,40.8005485559,Hicks Lumber Company Store
Westchester,-73.7711,40.9011053575,Lispenard-Rodman-Davenport House
Nassau,-73.6496,40.8005471684,Roslyn Grist Mill
Nassau,-73.6472,40.8010597374,Roslyn Savings Bank
Nassau,-73.6468,40.8033070508,Willet Titus House
Nassau,-73.6451,40.8050888506,Trinity Church
Queens,-73.7472,40.6097697418,"Sage, Russell, Memorial Church"
New York,-73.9756,40.7402172641,R & S Building
Suffolk,-72.4331,40.8553698227,"Bowers, Dr. Wesley, House"
Suffolk,-72.3839,40.8838979069,Balcastle
Suffolk,-72.4198,40.8597973692,Beach Road Historic District
Suffolk,-72.3802,40.8912309332,"Goodale, Capt. C., House"
Dutchess,-73.9501,41.5897359716,"Brower, Adolph, House"
Dutchess,-73.9498,41.5890606654,"Brower, Abraham, House"
Dutchess,-73.945,41.5890238019,Union Free School
Dutchess,-73.9495,41.5886866473,St. Nicholas Episcopal Church (Zion Memorial Chapel)
Dutchess,-73.9484,41.5884453322,Stone Street Historic District
Dutchess,-73.9497,41.5869598135,"Shay, William, Double House"
Dutchess,-73.9484,41.5874090136,Main Street Historic District
Dutchess,-73.9493,41.5871267154,Shay's Warehouse and Stable
Westchester,-73.8592,41.0748728169,Christ Episcopal Church
Schenectady,-74.1141,42.7537804497,North Mansion & Tenant House
Schenectady,-74.1544,42.7687634327,Christ Episcopal Church
Schenectady,-74.115,42.7605413199,Ferguson Farm Complex
Schenectady,-74.2189,42.8086652332,"Braman, Joseph, House"
Dutchess,-73.9097,41.9208396021,Benner House
Dutchess,-73.9121,41.9013330086,Fredenburg House
Dutchess,-73.8966,41.9417987776,Traver House
Dutchess,-73.9086,41.9101260866,Steenburg Tavern
Dutchess,-73.8674,41.9007204605,Pultz Farmhouse
Dutchess,-73.8584,41.910899053,Slate Quarry Road Dutch Barn
Dutchess,-73.9089,41.9484971666,Cox Farmhouse
Dutchess,-73.9112,41.8851122119,Hillside Methodist Church
Dutchess,-73.9523,41.9198102003,Rhinecliff Hotel
Dutchess,-73.9511,41.9198892258,O'Brien General Store and Post Office
Dutchess,-73.9511,41.9190788314,Morton Memorial Library
Dutchess,-73.952,41.9176456359,Free Church Parsonage
Dutchess,-73.9436,41.9284669088,Heermance House and Law Offices
Dutchess,-73.9155,41.9360011243,"Maples, The"
Dutchess,-73.9133,41.8761252558,Stonecrest
Dutchess,-73.8792,41.9390506569,Pilgrim's Progress Road Bridge
New York,-73.9792,40.786335718,Public School 9
Rockland,-73.9202,41.0075219665,"Concklin, Abner, House"
Dutchess,-73.9676,41.552137127,St. Mark's Episcopal Church
Dutchess,-73.9706,41.5515664218,"Collyer, Capt. Moses W., House (Driftwood)"
Dutchess,-73.9675,41.552416861,Chelsea Grammar School
Westchester,-73.8941,41.2070687869,Croton North R. R. Station
Franklin,-74.1325,44.3243929637,Paul Smith's Electric Light & Power & Railroad Company Complex
Albany,-73.7489,42.6563499396,"Buildings at 744, 746, 748, 750 Broadway"
Dutchess,-73.9756,41.5080330577,Lower Main Street Historic District
Putnam,-73.619,41.3946042783,First National Bank of Brewster
Suffolk,-73.1177,40.9334358489,Thompson House
Dutchess,-73.8742,41.9966562963,Halfway Diner
New York,-73.9958,40.7337917414,Church of the Ascension (Protestant Episcopal)
New York,-73.9618,40.8082294353,"Low Memorial Library, Columbia University"
Nassau,-73.6521,40.8459173943,House at 65 Twentieth Avenue
Nassau,-73.6499,40.8469190683,House at 58 Eighteenth Avenue
Nassau,-73.6412,40.8490927119,House at 207 Carpenter Avenue
Nassau,-73.6506,40.8468668441,House at 199 Prospect Avenue
Nassau,-73.6505,40.8470300389,House at 195 Prospect Avenue
Nassau,-73.6508,40.8478109956,House at 176 Prospect Avenue
Nassau,-73.6522,40.8475187125,House at 173 Sixteenth Avenue
Nassau,-73.6476,40.847177384,House at 115 Central Avenue
Nassau,-73.6404,40.8497662604,House at 112 Sea Cliff Avenue
Nassau,-73.65,40.8488622736,House at 137 Prospect Avenue
Nassau,-73.6453,40.8469001028,St. Luke's Episcopal Church
Nassau,-73.6446,40.8474319971,House at 103 Roslyn Avenue
Nassau,-73.6477,40.8482366782,Central Hall
Nassau,-73.6258,40.8521526935,Sea Cliff Railroad Station
Nassau,-73.6508,40.8445401152,House at 9 Locust Place
Nassau,-73.6498,40.846910251,House at 52 Eighteenth Avenue
Nassau,-73.6506,40.845529996,House at 378 Glen Avenue
Nassau,-73.6495,40.8497346319,House at 362 Sea Cliff Avenue
Nassau,-73.65,40.8450973913,House at 332 Franklin Avenue
Suffolk,-71.9509,41.0503677429,Montauk Tennis Auditorium
Nassau,-73.6212,40.7052646722,Rectory of St. George's Episcopal Church
Nassau,-73.6336,40.8980067278,"Shell House, The"
Rensselaer,-73.5977,42.7305076688,Garfield School
Suffolk,-73.1381,40.9292619025,Hawkins Homestead
Dutchess,-73.8715,41.6232592879,"Horton, Joseph, House"
Westchester,-73.726,41.1947018395,St. Mark's Cemetery
Ulster,-74.3212,41.8798011544,Common School No. 10
Hamilton,-74.2872,43.4005435767,Wells Baptist Church
Franklin,-74.4647,44.2247364475,Beth Joseph Synagogue
Suffolk,-72.9143,40.8365050234,St. Andrew's Episcopal Church
Orange,-74.3493,41.3765522511,District School No. 9 (The Old Stone Schoolhouse)
Westchester,-73.8457,41.1669595406,"Austin, Richard House"
Suffolk,-73.3666,40.885975454,Suydam House
Essex,-73.4278,43.8478961019,"Moore, Silas B., Gristmill"
Essex,-73.4214,43.8487790248,Ticonderoga Pulp and Paper Company Office
Essex,-73.424,43.8458278149,"Burleigh, H. G., House"
Essex,-73.4237,43.8490693869,Gilligan and Stevens Block
Essex,-73.4233,43.8490375797,Ticonderoga National Bank
Essex,-73.4253,43.8489422665,Black Watch Library
Essex,-73.4275,43.8428478105,Ticonderoga High School
Essex,-73.4233,43.8447820584,Central School
Essex,-73.4229,43.8406337559,Ferris House
Essex,-73.427,43.8479283651,"PAD Factory, The"
Queens,-73.8019,40.7614531905,United States Post Office-Jamaica Main
Fulton,-74.3738,43.0071586077,United States Post Office-Johnstown
Warren,-73.713,43.4237230101,United States Post Office-Lake George
Essex,-73.9834,44.2852987786,United States Post Office-Lake Placid
Westchester,-73.751,40.9300556046,United States Post Office-Larchmont
Nassau,-73.6608,40.5889421992,United States Post Office-Long Beach
Schoharie,-74.3339,42.598131809,United States Post Office-Middleburgh
Nassau,-73.6388,40.743127914,United States Post Office-Mineola
Westchester,-73.8334,40.9111911242,United States Post Office-Mount Vernon
Suffolk,-73.3474,40.9007244769,United States Post Office-Northport
New York,-74.0106,40.7127375034,United States Post Office-Church Street Station
New York,-73.9897,40.7320417987,United States Post Office-Cooper Station
New York,-73.9229,40.8661922486,United States Post Office-Inwood Station
New York,-73.9919,40.7141864157,United States Post Office-Knickerbocker Station
New York,-73.9601,40.7680844069,United States Post Office-Lenox Hill Station
Orange,-74.0111,41.5033360686,United States Post Office-Newburgh
Westchester,-73.7817,40.9117077384,United States Post Office-New Rochelle
Rockland,-73.9193,41.0888512898,United States Post Office-Nyack
Nassau,-73.533,40.8742504973,United States Post Office-Oyster Bay
Suffolk,-73.0111,40.7655437934,United States Post Office-Patchogue
Rockland,-74.0218,41.0581534658,United States Post Office-Pearl River
Westchester,-73.9231,41.2895823909,United States Post Office-Peekskill
Orange,-74.6921,41.3750977935,United States Post Office-Port Jervis
Dutchess,-73.9278,41.7075069381,United States Post Office-Poughkeepsie
Dutchess,-73.913,41.9263423299,United States Post Office-Rhinebeck
Suffolk,-72.6636,40.918300401,United States Post Office-Riverhead
Nassau,-73.6464,40.6559382487,United States Post Office-Rockville Centre
Westchester,-73.6826,40.9845129202,United States Post Office-Rye
Saratoga,-73.7852,43.0835725828,United States Post Office-Saratoga Springs
Schenectady,-73.939,42.8149685791,United States Post Office-Schenectady
Schenectady,-73.9662,42.8275860968,United States Post Office-Scotia Station
Rockland,-74.0458,41.1131226322,United States Post Office-Spring Valley
Montgomery,-74.6779,42.9990438034,United States Post Office-St. Johnsville
Rockland,-74.1524,41.116478161,United States Post Office-Suffern
Essex,-73.4237,43.8480771002,United States post Office-Ticonderoga
Rensselaer,-73.6886,42.7315245418,United States Post Office-Troy
Suffolk,-72.6407,40.8103559663,United States Post Office-Westhampton Beach
Washington,-73.404,43.5536873805,United States Post Office-Whitehall
Westchester,-73.9018,40.9350393784,United States Post Office-Yonkers
Montgomery,-74.1916,42.9372903456,United States Post Office-Amsterdam
Bronx,-73.9089,40.8299750828,United States Post Office-Morrisania
Westchester,-73.8321,40.9386524486,United States Post Office-Bronxville
Kings,-73.9564,40.6508699088,United States Post Office-Flatbush Station
Kings,-73.9792,40.6437636735,United States Post Office-Kensington Station
Kings,-73.9412,40.7020438303,United States Post Office-Metropolitan Station
Kings,-73.9872,40.6157807517,United States Post Office-Parkville Station
Saratoga,-73.8491,43.0023225269,United States Post Office-Ballston Spa
Greene,-73.8637,42.2158327487,United States Post Office-Catskill
Albany,-73.832,42.6228810289,United States Post Office-Delmar
Westchester,-73.8746,41.0153725605,United States Post Office-Dobbs Ferry
Ulster,-74.393,41.7175367597,United States Post Office-Ellenville
Rockland,-73.9605,41.1963373507,United States Post Office-Haverstraw
Nassau,-73.6282,40.7075093284,United States Post Office-Hempstead
Queens,-73.7506,40.6035834548,United States Post Office-Far Rockaway
Queens,-73.8469,40.7217930693,United States Post Office-Forest Hills Station
Queens,-73.8874,40.7493059828,United States Post Office-Jackson Heights Station
Rensselaer,-73.3509,42.9008025649,United States Post Office-Hoosick Falls
Columbia,-73.7891,42.2505376732,United States Post Office-Hudson
Montgomery,-74.6227,42.9317110546,United States Post Office-Fort Plain
Dutchess,-73.9358,41.7918759132,United States Post Office-Hyde Park
Nassau,-73.5857,40.6537580735,United States Post Office-Freeport
Nassau,-73.6341,40.7247854573,United States Post Office-Garden City
Westchester,-73.7138,40.9687411896,United States Post Office-Harrison
Nassau,-73.6324,40.8631695261,United States Post Office-Glen Cove
Nassau,-73.7225,40.7874148637,United States Post Office-Great Neck
Orange,-74.3258,41.4022688673,United States Post Office-Goshen
Suffolk,-73.3226,40.7008600944,Nathaniel Conklin House
Putnam,-73.6731,41.4083921727,Gilead Cemetery
Essex,-73.4588,44.2306400555,First Congregational and Presbyterian Society Church of Westport
Westchester,-73.9,41.3123067209,Van Cortlandtville School (Common District School No. 10)
Dutchess,-73.7616,41.8316275402,Creek Meeting House and Friends' Cemetery
Dutchess,-73.6883,41.776760473,Nine Partners Meeting House and Cemetery
Dutchess,-73.729,41.7028343936,Oswego Meeting House and Friends' Cemetery
Dutchess,-73.8661,41.8048925206,Crum Elbow Meeting House and Cemetery
Dutchess,-73.9259,41.6993312658,Poughkeepsie Meeting House (Montgomery Street)
Dutchess,-73.7609,41.8319799549,Clinton Corners Friends' Church
New York,-73.9741,40.7810401089,American Museum Of Natural History
New York,-73.9744,40.7644499003,Plaza Hotel and Grand Army Plaza
New York,-73.9799,40.7600675128,Radio City Music Hall
Rensselaer,-73.4331,42.9583044043,Buskirk Covered Bridge
Greene,-73.8088,42.2523653659,Hudson/Athens Lighthouse
Suffolk,-73.3751,40.8669092362,"Brush, George W., House"
Dutchess,-73.9234,41.9852903561,Rokeby
Dutchess,-73.9209,42.0129165815,Montgomery Place
Dutchess,-73.9504,41.9201528056,Riverside Methodist Church and Parsonage
Suffolk,-72.3982,40.8858439895,"Breese, James L., House"
Nassau,-73.7274,40.7878288216,Grace and Thomaston Buildings
Westchester,-73.8644,41.1595151301,St. Paul's Episcopal Church and Rectory - Calvary Baptist Church and Annex
Richmond,-74.0794,40.629471965,"Van Duzer Street, Houses at 364 and 390"
Richmond,-74.0897,40.6417147455,Hamilton Park Community Houses
Bronx,-73.9278,40.8182414528,Mott Avenue Control House
Westchester,-73.6862,40.9650115049,"Knapp, Timothy, House and Milton Cemetery"
Orange,-74.0498,41.4551403631,"Knox Headquarters (Ellison, John, House)"
Bronx,-73.8761,40.8597278242,Lorillard Snuff Mill
Nassau,-73.6444,40.7164397037,"Rockaway Avenue, Building at 24"
Nassau,-73.6395,40.7209756632,"Fifth Street, Building at 86"
Nassau,-73.6396,40.7213373178,"Fifth Street, Building at 89"
Nassau,-73.6384,40.7211432746,"Fifth Street, Building at 94"
Nassau,-73.6363,40.7220187206,"Fifth Street, Building at 107"
Nassau,-73.6358,40.7221031665,"Fifth Street, Building at 109"
Nassau,-73.6353,40.7221876105,"Fifth Street, Building at 111"
Nassau,-73.6346,40.7223593846,"Fifth Street, Building at 115"
Nassau,-73.6411,40.7218057486,"Sixth Street, Building at 82"
Nassau,-73.6405,40.7218889111,"Sixth Street, Building at 84"
Nassau,-73.6398,40.7220606266,"Sixth Street, Building at 86"
Nassau,-73.6388,40.7222281505,"Sixth Street, Building at 94"
Nassau,-73.6369,40.7226560972,"Sixth Street, Building at 104"
Nassau,-73.6364,40.7228306779,"Sixth Street, Building at 106"
Nassau,-73.6354,40.7229995697,"Sixth Street, Building at 110"
Nassau,-73.6348,40.7230827016,"Sixth Street, Building at 114"
Nassau,-73.6404,40.727112444,"Ninth Street, Building at 93"
Nassau,-73.6401,40.7271983021,"Ninth Street, Building at 95"
Nassau,-73.6385,40.7270901149,"Ninth Street, Building at 104"
Nassau,-73.6386,40.7275418114,"Ninth Street, Building at 105"
Nassau,-73.6382,40.7272660081,"Ninth Street, Building at 106"
Nassau,-73.6377,40.7273504625,"Ninth Street, Building at 108"
Nassau,-73.6377,40.727710721,"Ninth Street, Building at 109"
Nassau,-73.6372,40.7274350038,"Ninth Street, Building at 110"
Nassau,-73.637,40.7275222491,"Ninth Street, Building at 112"
Nassau,-73.6371,40.7277938642,"Ninth Street, Building at 113"
Nassau,-73.6408,40.7189196709,"Cathedral Avenue, Building at 32"
Nassau,-73.6403,40.7201856481,St. Mary's School
Nassau,-73.6375,40.7212221415,"Hilton Avenue, Building at 40"
Nassau,-73.637,40.7217568939,"Hilton Avenue, Building at 41"
Nassau,-73.6376,40.7217638815,"Hilton Avenue, Building at 42"
Nassau,-73.6371,40.7220285075,"Hilton Avenue, Building at 43"
Nassau,-73.6378,40.7221269357,"Hilton Avenue, Building at 44"
Nassau,-73.6371,40.722298724,"Hilton Avenue, Building at 45"
Nassau,-73.6372,40.722570249,"Hilton Avenue, Building at 47"
Nassau,-73.6379,40.7223985488,Apostle House at 109 Eleventh Street
Nassau,-73.6374,40.7229333039,"Hilton Avenue, Building at 49"
Nassau,-73.6378,40.7238380979,"Hilton Avenue, Building at 53-55"
Nassau,-73.639,40.7267354407,"Hilton Avenue, Building at 105"
Nassau,-73.6394,40.7273700133,"Hilton Avenue, Building at 111"
Nassau,-73.6397,40.7272841575,"Hilton Avenue, Building at 112"
Nassau,-73.6394,40.7275501877,"Hilton Avenue, Building at 113"
Nassau,-73.6401,40.7310723211,Garden City Water Works
Nassau,-73.6477,40.7255800399,St. Paul's School
Westchester,-73.8554,41.2263268957,"Old Croton Dam, Site of; New Croton Dam"
Bronx,-73.9205,40.8803277003,Edgehill Church of Spuyten Duyvil
Essex,-73.4267,43.8471424581,"Delano, Clayton H., House"
Greene,-73.805,42.2675460919,"Van Loon, Albertus, House"
Kings,-73.9478,40.6863053044,St. George's Protestant Episcopal Church
Greene,-73.8045,42.2688916646,Stranahan-DelVecchio House
Westchester,-73.782,40.9093194844,Pioneer Building
Greene,-73.7982,42.2776524144,Brick Row Historic District
Rensselaer,-73.6753,42.7512135687,"Glenwood (Eddy, Titus, Mansion)"
New York,-73.943,40.8146924676,"McKay, Claude, House"
New York,-73.9433,40.8178512449,"Cook, Will Marion, House"
New York,-73.9662,40.7644060661,Barbizon Hotel for Women
Richmond,-74.081,40.6323675299,"Ward, Caleb T., Mansion"
Richmond,-74.0761,40.6427217308,Staten Island Borough Hall and Richmond County Courthouse
Westchester,-73.8581,41.1656933948,Washington School
Suffolk,-73.18,40.8558876248,Halliock Inn
Westchester,-73.6681,41.0034426598,United States Post Office-Port Chester
Franklin,-74.1318,44.3265082539,Berkeley Square Historic District
Rockland,-74.1934,41.1506424623,Sloat House
Montgomery,-74.2404,42.9572629156,Fort Johnson
Dutchess,-73.9212,41.5973463597,Mulhern House
Albany,-73.7573,42.6525951139,New York State Capitol
